,Unnamed: 0_home,h_a_home,xG_home,xGA_home,npxG_home,npxGA_home,deep_home,deep_allowed_home,scored_home,missed_home,xpts_home,result_home,date,wins_home,draws_home,loses_home,pts_home,npxGD_home,teamId_home,ppda_cal_home,allowed_ppda_home,matchtime_home,tot_points_home,round_home,tot_goal_home,tot_con_home,Referee.x,HS.x_home,HST.x_home,HF.x_home,HC.x_home,HY.x_home,HR.x_home,AS.x_home,AST.x_home,AF.x_home,AC.x_home,AY.x_home,AR.x_home,B365H.x_home,B365D.x_home,B365A.x_home,HtrgPerc_home,AtrgPerc_home,matchDay_home,Unnamed: 0_away,h_a_away,xG_away,xGA_away,npxG_away,npxGA_away,deep_away,deep_allowed_away,scored_away,missed_away,xpts_away,result_away,wins_away,draws_away,loses_away,pts_away,npxGD_away,teamId_away,ppda_cal_away,allowed_ppda_away,matchtime_away,tot_points_away,round_away,tot_goal_away,tot_con_away,HS.x_away,HST.x_away,HF.x_away,HC.x_away,HY.x_away,HR.x_away,AS.x_away,AST.x_away,AF.x_away,AC.x_away,AY.x_away,AR.x_away,B365H.x_away,B365D.x_away,B365A.x_away,HtrgPerc_away,AtrgPerc_away,matchDay_away,game_id,key,class,expire_time_gmt,obs_id,obs_name,valid_time_gmt,day_ind,temp,wx_icon,icon_extd,wx_phrase,pressure_tend,pressure_desc,dewPt,heat_index,rh,pressure,vis,wc,wdir,wdir_cardinal,gust,wspd,max_temp,min_temp,precip_total,precip_hrly,snow_hrly,uv_desc,feels_like,uv_index,qualifier,qualifier_svrty,blunt_phrase,terse_phrase,clds,water_temp,primary_wave_period,primary_wave_height,primary_swell_period,primary_swell_height,primary_swell_direction,secondary_swell_period,secondary_swell_height,secondary_swell_direction
232,493,h,0.919248,2.70178,0.919248,2.70178,2,5,2,3,0.2358,l,2020-02-01 15:00:00,0,0,1,0,-1.782532,Watford,9.24,8.28571428571429,15,23,25,23,39,C Pawson,11,2,17,4,2,0,12,5,14,4,2,1,2.75,3.3,2.62,0.18181818181818202,0.4166666666666671,Sat,487,a,2.70178,0.919248,2.70178,0.919248,5,2,3,2,2.6442,w,1,0,0,3,1.782532,Everton,8.28571428571429,9.24,15,33,25,31,37,11,2,17,4,2,0,12,5,14,4,2,1,2.75,3.3,2.62,0.18181818181818202,0.4166666666666671,Sat,20200201150000,Watford,observation,1580575800,EGLL,London/Heathrow,2020-02-01 15:00:00,D,52.0,28,2890,Mostly Cloudy / Windy,,,36.0,52.0,54.0,29.59,6.0,52.0,270.0,W,,23.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
233,494,h,1.30774,2.03179,1.30774,2.03179,5,9,3,3,0.8782,d,2020-02-01 15:00:00,0,1,0,1,-0.72405,West Ham,17.3333333333333,6.33333333333333,15,24,25,30,43,M Oliver,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,485,a,2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,d,0,1,0,1,0.72405,Brighton,6.33333333333333,17.3333333333333,15,26,25,30,37,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,20200201150000,West Ham,observation,1580575800,EGLC,Newham,2020-02-01 15:00:00,D,54.0,30,3090,Partly Cloudy / Windy,,,36.0,54.0,51.0,29.63,6.0,54.0,270.0,W,41.0,28.0,,,,,,Low,54.0,0,,,,,SCT,,,,,,,,,
234,494,h,1.30774,2.03179,1.30774,2.03179,5,9,3,3,0.8782,d,2020-02-01 15:00:00,0,1,0,1,-0.72405,West Ham,17.3333333333333,6.33333333333333,15,24,25,30,43,M Oliver,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,485,a,2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,d,0,1,0,1,0.72405,Brighton,6.33333333333333,17.3333333333333,15,26,25,30,37,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,20200201150000,West Ham,observation,1580575800,EGLC,Newham,2020-02-01 15:00:00,D,54.0,30,3090,Partly Cloudy / Windy,,,36.0,54.0,51.0,29.63,6.0,54.0,270.0,W,41.0,28.0,,,,,,Low,54.0,0,,,,,SCT,,,,,,,,,
235,494,h,1.30774,2.03179,1.30774,2.03179,5,9,3,3,0.8782,d,2020-02-01 15:00:00,0,1,0,1,-0.72405,West Ham,17.3333333333333,6.33333333333333,15,24,25,30,43,M Oliver,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,485,a,2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,d,0,1,0,1,0.72405,Brighton,6.33333333333333,17.3333333333333,15,26,25,30,37,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,20200201150000,West Ham,observation,1580575800,EGLC,Newham,2020-02-01 15:00:00,D,54.0,30,3090,Partly Cloudy / Windy,,,36.0,54.0,51.0,29.63,6.0,54.0,270.0,W,41.0,28.0,,,,,,Low,54.0,0,,,,,SCT,,,,,,,,,
236,494,h,1.30774,2.03179,1.30774,2.03179,5,9,3,3,0.8782,d,2020-02-01 15:00:00,0,1,0,1,-0.72405,West Ham,17.3333333333333,6.33333333333333,15,24,25,30,43,M Oliver,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,485,a,2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,d,0,1,0,1,0.72405,Brighton,6.33333333333333,17.3333333333333,15,26,25,30,37,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,20200201150000,West Ham,observation,1580575800,EGLC,Newham,2020-02-01 15:00:00,D,54.0,30,3090,Partly Cloudy / Windy,,,36.0,54.0,51.0,29.63,6.0,54.0,270.0,W,41.0,28.0,,,,,,Low,54.0,0,,,,,SCT,,,,,,,,,
237,494,h,1.30774,2.03179,1.30774,2.03179,5,9,3,3,0.8782,d,2020-02-01 15:00:00,0,1,0,1,-0.72405,West Ham,17.3333333333333,6.33333333333333,15,24,25,30,43,M Oliver,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,485,a,2.03179,1.30774,2.03179,1.30774,9,5,3,3,1.8862,d,0,1,0,1,0.72405,Brighton,6.33333333333333,17.3333333333333,15,26,25,30,37,12,6,8,4,1,0,19,6,9,6,1,0,2.6,3.3,2.75,0.5,0.315789473684211,Sat,20200201150000,West Ham,observation,1580575800,EGLC,Newham,2020-02-01 15:00:00,D,54.0,30,3090,Partly Cloudy / Windy,,,36.0,54.0,51.0,29.63,6.0,54.0,270.0,W,41.0,28.0,,,,,,Low,54.0,0,,,,,SCT,,,,,,,,,
238,495,h,1.18608,1.54211,1.18608,1.54211,7,4,0,0,1.1003,d,2020-02-01 17:30:00,0,1,0,1,-0.35603,Man Utd,7.241379310344829,9.3448275862069,17,35,25,36,29,P Tierney,15,5,14,4,3,0,14,3,15,6,2,0,2.25,3.25,3.4,0.33333333333333304,0.214285714285714,Sat,496,a,1.54211,1.18608,1.54211,1.18608,4,7,0,0,1.6286,d,0,1,0,1,0.35603,Wolves,9.3448275862069,7.241379310344829,17,35,25,35,32,15,5,14,4,3,0,14,3,15,6,2,0,2.25,3.25,3.4,0.33333333333333304,0.214285714285714,Sat,20200201173000,Man Utd,observation,1580584800,EGCC,Manchester,2020-02-01 17:30:00,N,46.0,11,1201,Light Rain,,,43.0,46.0,87.0,29.32,6.0,39.0,250.0,WSW,,18.0,,,,,,Low,39.0,0,,,,,BKN,,,,,,,,,
239,495,h,1.18608,1.54211,1.18608,1.54211,7,4,0,0,1.1003,d,2020-02-01 17:30:00,0,1,0,1,-0.35603,Man Utd,7.241379310344829,9.3448275862069,17,35,25,36,29,P Tierney,15,5,14,4,3,0,14,3,15,6,2,0,2.25,3.25,3.4,0.33333333333333304,0.214285714285714,Sat,496,a,1.54211,1.18608,1.54211,1.18608,4,7,0,0,1.6286,d,0,1,0,1,0.35603,Wolves,9.3448275862069,7.241379310344829,17,35,25,35,32,15,5,14,4,3,0,14,3,15,6,2,0,2.25,3.25,3.4,0.33333333333333304,0.214285714285714,Sat,20200201173000,Man Utd,observation,1580584800,EGCC,Manchester,2020-02-01 17:30:00,N,46.0,11,1201,Light Rain,,,43.0,46.0,87.0,29.32,6.0,39.0,250.0,WSW,,18.0,,,,,,Low,39.0,0,,,,,BKN,,,,,,,,,
240,498,h,2.24562,1.48025,2.24562,1.48025,4,4,0,0,1.9502,d,2020-02-02 14:00:00,0,1,0,1,0.76537,Burnley,11.166666666666698,6.63636363636364,14,31,25,28,38,C Kavanagh,15,2,8,5,1,0,13,2,11,7,3,0,3.6,3.6,2.0,0.133333333333333,0.153846153846154,Sun,497,a,1.48025,2.24562,1.48025,2.24562,4,4,0,0,0.8312,d,0,1,0,1,-0.76537,Arsenal,6.63636363636364,11.166666666666698,14,31,25,32,34,15,2,8,5,1,0,13,2,11,7,3,0,3.6,3.6,2.0,0.133333333333333,0.153846153846154,Sun,20200202140000,Burnley,observation,1580658600,EGNM,Leeds,2020-02-02 14:00:00,D,48.0,30,3090,Partly Cloudy / Windy,,,43.0,48.0,82.0,28.84,6.0,41.0,240.0,WSW,,23.0,,,,,,Low,41.0,0,,,,,SCT,,,,,,,,,
241,503,h,0.7620100000000001,0.280048,0.7620100000000001,0.280048,7,3,1,1,1.8077,d,2020-02-08 17:30:00,0,1,0,1,0.481962,Brighton,7.15,15.3636363636364,17,27,26,31,38,K Friend,10,2,9,3,2,0,5,2,12,2,2,0,2.1,3.4,3.6,0.2,0.4,Sat,504,a,0.280048,0.7620100000000001,0.280048,0.7620100000000001,3,7,1,1,0.7739,d,0,1,0,1,-0.481962,Watford,15.3636363636364,7.15,17,24,26,24,40,10,2,9,3,2,0,5,2,12,2,2,0,2.1,3.4,3.6,0.2,0.4,Sat,20200208173000,Brighton,observation,1581189600,EGKK,London/Gatwick,2020-02-08 17:30:00,N,46.0,27,2700,Mostly Cloudy,,,41.0,46.0,81.0,29.81,6.0,42.0,200.0,SSW,,9.0,,,,,,Low,42.0,0,,,,,BKN,,,,,,,,,
242,506,h,2.04467,1.0718299999999998,2.04467,1.0718299999999998,10,8,2,1,2.1409,w,2020-02-09 14:00:00,1,0,0,3,0.9728399999999999,Sheffield United,9.368421052631579,10.15,14,39,26,28,24,J Moss,16,6,10,8,2,0,10,2,8,4,2,0,1.66,3.6,5.75,0.375,0.2,Sun,505,a,1.0718299999999998,2.04467,1.0718299999999998,2.04467,8,10,1,2,0.6331,l,0,0,1,0,-0.9728399999999999,Bournemouth,10.15,9.368421052631579,14,26,26,26,40,16,6,10,8,2,0,10,2,8,4,2,0,1.66,3.6,5.75,0.375,0.2,Sun,20200209140000,Sheffield United,observation,1581263400,EGCN,Doncaster,2020-02-09 14:00:00,D,52.0,11,1291,Light Rain / Windy,,,43.0,52.0,71.0,28.79,6.0,52.0,240.0,WSW,47.0,31.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
243,508,h,1.14491,0.527366,1.14491,0.527366,6,3,0,0,1.8959,d,2020-02-14 20:00:00,0,1,0,1,0.617544,Wolves,15.3888888888889,6.5,20,36,26,35,32,M Dean,15,3,13,7,2,0,9,3,10,0,2,1,2.5,3.3,2.87,0.2,0.33333333333333304,Fri,507,a,0.527366,1.14491,0.527366,1.14491,3,6,0,0,0.7931,d,0,1,0,1,-0.617544,Leicester,6.5,15.3888888888889,20,50,26,54,26,15,3,13,7,2,0,9,3,10,0,2,1,2.5,3.3,2.87,0.2,0.33333333333333304,Fri,20200214200000,Wolves,observation,1581717000,EGBB,Birmingham,2020-02-14 20:00:00,N,50.0,11,1201,Light Rain,,,48.0,50.0,94.0,29.56,6.0,50.0,210.0,SSW,,8.0,,,,,,Low,50.0,0,,,,,BKN,,,,,,,,,
244,508,h,1.14491,0.527366,1.14491,0.527366,6,3,0,0,1.8959,d,2020-02-14 20:00:00,0,1,0,1,0.617544,Wolves,15.3888888888889,6.5,20,36,26,35,32,M Dean,15,3,13,7,2,0,9,3,10,0,2,1,2.5,3.3,2.87,0.2,0.33333333333333304,Fri,507,a,0.527366,1.14491,0.527366,1.14491,3,6,0,0,0.7931,d,0,1,0,1,-0.617544,Leicester,6.5,15.3888888888889,20,50,26,54,26,15,3,13,7,2,0,9,3,10,0,2,1,2.5,3.3,2.87,0.2,0.33333333333333304,Fri,20200214200000,Wolves,observation,1581717000,EGBB,Birmingham,2020-02-14 20:00:00,N,50.0,11,1201,Light Rain,,,48.0,50.0,94.0,29.56,6.0,50.0,210.0,SSW,,8.0,,,,,,Low,50.0,0,,,,,BKN,,,,,,,,,
245,510,h,0.694025,0.892699,0.694025,0.892699,6,2,1,2,1.1051,l,2020-02-15 12:30:00,0,0,1,0,-0.198674,Southampton,7.44444444444444,9.92,12,31,26,32,48,S Hooper,10,2,8,4,2,0,9,6,11,3,2,0,1.75,3.8,4.75,0.2,0.666666666666667,Sat,509,a,0.892699,0.694025,0.892699,0.694025,2,6,2,1,1.5452,w,1,0,0,3,0.198674,Burnley,9.92,7.44444444444444,12,34,26,30,39,10,2,8,4,2,0,9,6,11,3,2,0,1.75,3.8,4.75,0.2,0.666666666666667,Sat,20200215123000,Southampton,observation,1581776400,EGHI,Southampton,2020-02-15 12:30:00,D,54.0,12,1290,Rain / Windy,,,50.0,54.0,88.0,29.69,4.0,54.0,190.0,S,40.0,23.0,,,,,,Low,54.0,1,,,,,BKN,,,,,,,,,
246,512,h,0.383495,2.0733099999999998,0.383495,2.0733099999999998,3,13,0,1,0.2038,l,2020-02-15 17:30:00,0,0,1,0,-1.689815,Norwich,45.428571428571395,8.14814814814815,17,18,26,24,48,S Attwell,5,1,5,2,1,0,17,6,11,7,2,0,11.0,6.25,1.25,0.2,0.3529411764705879,Sat,511,a,2.0733099999999998,0.383495,2.0733099999999998,0.383495,13,3,1,0,2.6710000000000003,w,1,0,0,3,1.689815,Liverpool,8.14814814814815,45.428571428571395,17,76,26,61,15,5,1,5,2,1,0,17,6,11,7,2,0,11.0,6.25,1.25,0.2,0.3529411764705879,Sat,20200215173000,Norwich,observation,1581794400,EGSH,Norwich,2020-02-15 17:30:00,N,54.0,11,1291,Light Rain / Windy,,,48.0,54.0,82.0,29.29,6.0,54.0,190.0,S,39.0,28.0,,,,,,Low,54.0,0,,,,,BKN,,,,,,,,,
247,526,h,3.09935,1.75718,2.33818,1.75718,5,5,3,0,2.2547,w,2020-02-22 15:00:00,1,0,0,3,0.581,Burnley,10.952380952381,11.3636363636364,15,37,27,33,39,M Dean,16,10,9,7,4,0,12,4,9,3,3,0,2.1,3.3,3.7,0.625,0.33333333333333304,Sat,524,a,1.75718,3.09935,1.75718,2.33818,5,5,0,3,0.5741,l,0,0,1,0,-0.581,Bournemouth,11.3636363636364,10.952380952381,15,26,27,26,43,16,10,9,7,4,0,12,4,9,3,3,0,2.1,3.3,3.7,0.625,0.33333333333333304,Sat,20200222150000,Burnley,observation,1582390200,EGNM,Leeds,2020-02-22 15:00:00,D,45.0,30,3090,Partly Cloudy / Windy,,,34.0,45.0,66.0,29.1,6.0,34.0,240.0,WSW,48.0,35.0,,,,,,Low,34.0,0,,,,,SCT,,,,,,,,,
248,529,h,1.6597,1.06035,1.6597,1.06035,7,2,1,1,1.8422,d,2020-02-22 15:00:00,0,1,0,1,0.59935,Sheffield United,7.33333333333333,15.666666666666698,15,40,27,29,25,G Scott,14,3,3,12,0,0,8,2,6,2,2,0,1.95,3.4,4.2,0.214285714285714,0.25,Sat,525,a,1.06035,1.6597,1.06035,1.6597,2,7,1,1,0.8819,d,0,1,0,1,-0.59935,Brighton,15.666666666666698,7.33333333333333,15,28,27,32,39,14,3,3,12,0,0,8,2,6,2,2,0,1.95,3.4,4.2,0.214285714285714,0.25,Sat,20200222150000,Sheffield United,observation,1582390200,EGCN,Doncaster,2020-02-22 15:00:00,D,50.0,30,3090,Partly Cloudy / Windy,,,32.0,50.0,50.0,29.88,6.0,50.0,260.0,W,45.0,29.0,,,,,,Low,50.0,0,,,,,SCT,,,,,,,,,
249,530,h,3.02926,0.47235,3.02926,0.47235,7,4,2,0,2.783,w,2020-02-22 15:00:00,1,0,0,3,2.55691,Southampton,7.48387096774194,5.92,15,34,27,34,48,C Pawson,28,9,13,9,1,0,4,1,17,6,4,0,1.61,4.33,5.0,0.32142857142857106,0.25,Sat,523,a,0.47235,3.02926,0.47235,3.02926,4,7,0,2,0.1382,l,0,0,1,0,-2.55691,Aston Villa,5.92,7.48387096774194,15,25,27,34,52,28,9,13,9,1,0,4,1,17,6,4,0,1.61,4.33,5.0,0.32142857142857106,0.25,Sat,20200222150000,Southampton,observation,1582390200,EGHI,Southampton,2020-02-22 15:00:00,D,55.0,30,3000,Partly Cloudy,,,41.0,55.0,58.0,30.1,6.0,55.0,260.0,W,26.0,15.0,,,,,,Low,55.0,1,,,,,SCT,,,,,,,,,
250,531,h,0.7232689999999999,2.42749,0.7232689999999999,1.66632,3,12,0,1,0.2948,l,2020-02-22 17:30:00,0,0,1,0,-0.943051,Leicester,23.125,6.06666666666667,17,50,27,54,27,P Tierney,10,3,14,3,0,0,18,7,10,7,0,0,4.5,4.2,1.7,0.3,0.38888888888888895,Sat,532,a,2.42749,0.7232689999999999,1.66632,0.7232689999999999,12,3,1,0,2.5724,w,1,0,0,3,0.943051,Man City,6.06666666666667,23.125,17,57,27,68,29,10,3,14,3,0,0,18,7,10,7,0,0,4.5,4.2,1.7,0.3,0.38888888888888895,Sat,20200222173000,Leicester,observation,1582399200,EGNX,East Midlands,2020-02-22 17:30:00,D,46.0,34,3490,Fair / Windy,,,37.0,46.0,71.0,29.67,6.0,39.0,240.0,WSW,,22.0,,,,,,Low,39.0,0,,,,,FEW,,,,,,,,,
251,533,h,2.5042,0.294956,1.7430299999999999,0.294956,8,3,3,0,2.7880000000000003,w,2020-02-23 14:00:00,1,0,0,3,1.448074,Man Utd,9.18181818181818,9.18421052631579,14,41,27,41,29,M Atkinson,21,9,6,3,0,0,7,2,15,5,1,0,1.6,3.9,6.0,0.42857142857142894,0.28571428571428603,Sun,535,a,0.294956,2.5042,0.294956,1.7430299999999999,3,8,0,3,0.1312,l,0,0,1,0,-1.448074,Watford,9.18421052631579,9.18181818181818,14,24,27,24,43,21,9,6,3,0,0,7,2,15,5,1,0,1.6,3.9,6.0,0.42857142857142894,0.28571428571428603,Sun,20200223140000,Man Utd,observation,1582473000,EGCC,Manchester,2020-02-23 14:00:00,D,45.0,30,3090,Partly Cloudy / Windy,,,32.0,45.0,61.0,29.73,6.0,36.0,300.0,WNW,,24.0,,,,,,Low,36.0,1,,,,,SCT,,,,,,,,,
252,533,h,2.5042,0.294956,1.7430299999999999,0.294956,8,3,3,0,2.7880000000000003,w,2020-02-23 14:00:00,1,0,0,3,1.448074,Man Utd,9.18181818181818,9.18421052631579,14,41,27,41,29,M Atkinson,21,9,6,3,0,0,7,2,15,5,1,0,1.6,3.9,6.0,0.42857142857142894,0.28571428571428603,Sun,535,a,0.294956,2.5042,0.294956,1.7430299999999999,3,8,0,3,0.1312,l,0,0,1,0,-1.448074,Watford,9.18421052631579,9.18181818181818,14,24,27,24,43,21,9,6,3,0,0,7,2,15,5,1,0,1.6,3.9,6.0,0.42857142857142894,0.28571428571428603,Sun,20200223140000,Man Utd,observation,1582473000,EGCC,Manchester,2020-02-23 14:00:00,D,45.0,30,3090,Partly Cloudy / Windy,,,32.0,45.0,61.0,29.73,6.0,36.0,300.0,WNW,,24.0,,,,,,Low,36.0,1,,,,,SCT,,,,,,,,,
253,536,h,3.25033,0.360646,3.25033,0.360646,3,5,3,0,2.9495,w,2020-02-23 14:00:00,1,0,0,3,2.889684,Wolves,10.5714285714286,9.73913043478261,14,39,27,38,32,C Kavanagh,19,6,11,4,2,0,6,4,6,1,3,0,1.5,4.2,7.0,0.315789473684211,0.666666666666667,Sun,534,a,0.360646,3.25033,0.360646,3.25033,5,3,0,3,0.0293,l,0,0,1,0,-2.889684,Norwich,9.73913043478261,10.5714285714286,14,18,27,24,51,19,6,11,4,2,0,6,4,6,1,3,0,1.5,4.2,7.0,0.315789473684211,0.666666666666667,Sun,20200223140000,Wolves,observation,1582473000,EGBB,Birmingham,2020-02-23 14:00:00,D,46.0,30,3000,Partly Cloudy,,,34.0,46.0,62.0,29.65,6.0,39.0,300.0,WNW,30.0,18.0,,,,,,Low,39.0,1,,,,,SCT,,,,,,,,,
254,536,h,3.25033,0.360646,3.25033,0.360646,3,5,3,0,2.9495,w,2020-02-23 14:00:00,1,0,0,3,2.889684,Wolves,10.5714285714286,9.73913043478261,14,39,27,38,32,C Kavanagh,19,6,11,4,2,0,6,4,6,1,3,0,1.5,4.2,7.0,0.315789473684211,0.666666666666667,Sun,534,a,0.360646,3.25033,0.360646,3.25033,5,3,0,3,0.0293,l,0,0,1,0,-2.889684,Norwich,9.73913043478261,10.5714285714286,14,18,27,24,51,19,6,11,4,2,0,6,4,6,1,3,0,1.5,4.2,7.0,0.315789473684211,0.666666666666667,Sun,20200223140000,Wolves,observation,1582473000,EGBB,Birmingham,2020-02-23 14:00:00,D,46.0,30,3000,Partly Cloudy,,,34.0,46.0,62.0,29.65,6.0,39.0,300.0,WNW,30.0,18.0,,,,,,Low,39.0,1,,,,,SCT,,,,,,,,,
255,539,h,2.4820900000000004,0.6382359999999999,2.4820900000000004,0.6382359999999999,14,3,3,2,2.6454,w,2020-02-24 20:00:00,1,0,0,3,1.843854,Liverpool,3.36111111111111,33.7,20,79,27,64,17,J Moss,25,7,4,16,0,0,7,4,10,8,3,0,1.16,8.0,15.0,0.28,0.5714285714285711,Mon,540,a,0.6382359999999999,2.4820900000000004,0.6382359999999999,2.4820900000000004,3,14,2,3,0.2361,l,0,0,1,0,-1.843854,West Ham,33.7,3.36111111111111,20,24,27,32,48,25,7,4,16,0,0,7,4,10,8,3,0,1.16,8.0,15.0,0.28,0.5714285714285711,Mon,20200224200000,Liverpool,observation,1582581000,EGGP,Liverpool,2020-02-24 20:00:00,N,46.0,33,3390,Fair / Windy,,,37.0,46.0,71.0,29.5,6.0,38.0,280.0,W,,28.0,,,,,,Low,38.0,0,,,,,FEW,,,,,,,,,
256,539,h,2.4820900000000004,0.6382359999999999,2.4820900000000004,0.6382359999999999,14,3,3,2,2.6454,w,2020-02-24 20:00:00,1,0,0,3,1.843854,Liverpool,3.36111111111111,33.7,20,79,27,64,17,J Moss,25,7,4,16,0,0,7,4,10,8,3,0,1.16,8.0,15.0,0.28,0.5714285714285711,Mon,540,a,0.6382359999999999,2.4820900000000004,0.6382359999999999,2.4820900000000004,3,14,2,3,0.2361,l,0,0,1,0,-1.843854,West Ham,33.7,3.36111111111111,20,24,27,32,48,25,7,4,16,0,0,7,4,10,8,3,0,1.16,8.0,15.0,0.28,0.5714285714285711,Mon,20200224200000,Liverpool,observation,1582581000,EGGP,Liverpool,2020-02-24 20:00:00,N,46.0,33,3390,Fair / Windy,,,37.0,46.0,71.0,29.5,6.0,38.0,280.0,W,,28.0,,,,,,Low,38.0,0,,,,,FEW,,,,,,,,,
257,542,h,0.591716,1.42581,0.591716,1.42581,5,10,1,0,0.6886,w,2020-02-28 20:00:00,1,0,0,3,-0.834094,Norwich,8.178571428571429,7.5217391304347805,20,21,28,25,51,C Pawson,11,6,13,6,1,0,19,4,16,7,2,0,4.33,4.1,1.72,0.545454545454545,0.21052631578947398,Fri,541,a,1.42581,0.591716,1.42581,0.591716,10,5,0,1,2.041,l,0,0,1,0,0.834094,Leicester,7.5217391304347805,8.178571428571429,20,50,28,54,28,11,6,13,6,1,0,19,4,16,7,2,0,4.33,4.1,1.72,0.545454545454545,0.21052631578947398,Fri,20200228200000,Norwich,observation,1582926600,EGSH,Norwich,2020-02-28 20:00:00,N,50.0,11,1201,Light Rain,,,46.0,50.0,87.0,29.2,4.0,50.0,200.0,SSW,,16.0,,,,,,Low,50.0,0,,,,,BKN,,,,,,,,,
258,543,h,1.78712,2.17159,1.78712,2.17159,8,5,0,1,1.115,l,2020-02-29 12:30:00,0,0,1,0,-0.38447,Brighton,6.17391304347826,17.0555555555556,12,28,28,32,40,M Atkinson,24,8,8,8,1,0,12,3,9,7,1,0,2.05,3.25,3.9,0.33333333333333304,0.25,Sat,544,a,2.17159,1.78712,2.17159,1.78712,5,8,1,0,1.6598,w,1,0,0,3,0.38447,Crystal Palace,17.0555555555556,6.17391304347826,12,36,28,25,32,24,8,8,8,1,0,12,3,9,7,1,0,2.05,3.25,3.9,0.33333333333333304,0.25,Sat,20200229123000,Brighton,observation,1582986000,EGKK,London/Gatwick,2020-02-29 12:30:00,D,46.0,30,3090,Partly Cloudy / Windy,,,34.0,46.0,62.0,28.9,6.0,39.0,250.0,WSW,33.0,21.0,,,,,,Low,39.0,1,,,,,SCT,,,,,,,,,
259,545,h,1.58495,1.9827099999999998,1.58495,1.9827099999999998,4,14,2,2,1.0561,d,2020-02-29 15:00:00,0,1,0,1,-0.39776,Bournemouth,17.2307692307692,5.46153846153846,15,27,28,28,45,A Marriner,9,5,8,4,2,0,23,6,5,14,2,0,4.75,3.8,1.72,0.555555555555556,0.260869565217391,Sat,547,a,1.9827099999999998,1.58495,1.9827099999999998,1.58495,14,4,2,2,1.6807,d,0,1,0,1,0.39776,Chelsea,5.46153846153846,17.2307692307692,15,45,28,47,39,9,5,8,4,2,0,23,6,5,14,2,0,4.75,3.8,1.72,0.555555555555556,0.260869565217391,Sat,20200229150000,Bournemouth,observation,1582995000,EGHH,Bournemouth,2020-02-29 15:00:00,D,43.0,26,2685,Showers in the Vicinity,,,36.0,43.0,76.0,29.11,6.0,33.0,240.0,WSW,41.0,26.0,,,,,,Low,33.0,1,,,,,SCT,,,,,,,,,
260,548,h,1.11713,0.6176119999999999,1.11713,0.6176119999999999,5,1,0,0,1.7626,d,2020-02-29 15:00:00,0,1,0,1,0.499518,Newcastle United,6.63636363636364,8.85714285714286,15,32,28,24,41,A Madley,21,4,11,11,4,0,8,1,9,7,3,0,2.62,3.1,2.9,0.19047619047619,0.125,Sat,546,a,0.6176119999999999,1.11713,0.6176119999999999,1.11713,1,5,0,0,0.9067,d,0,1,0,1,-0.499518,Burnley,8.85714285714286,6.63636363636364,15,38,28,33,39,21,4,11,11,4,0,8,1,9,7,3,0,2.62,3.1,2.9,0.19047619047619,0.125,Sat,20200229150000,Newcastle United,observation,1582995000,EGNT,Newcastle,2020-02-29 15:00:00,D,43.0,34,3400,Fair,,,30.0,43.0,61.0,28.43,6.0,35.0,220.0,SW,,17.0,,,,,,Low,35.0,1,,,,,FEW,,,,,,,,,
261,550,h,2.78682,0.8685729999999999,2.78682,0.8685729999999999,5,7,3,1,2.6128,w,2020-02-29 15:00:00,1,0,0,3,1.918247,West Ham,14.5789473684211,4.545454545454549,15,27,28,35,49,A Taylor,14,7,8,4,1,0,10,2,11,9,1,0,2.65,3.6,2.5,0.5,0.2,Sat,549,a,0.8685729999999999,2.78682,0.8685729999999999,2.78682,7,5,1,3,0.2749,l,0,0,1,0,-1.918247,Southampton,4.545454545454549,14.5789473684211,15,34,28,35,51,14,7,8,4,1,0,10,2,11,9,1,0,2.65,3.6,2.5,0.5,0.2,Sat,20200229150000,West Ham,observation,1582995000,EGLC,Newham,2020-02-29 15:00:00,D,45.0,11,1291,Light Rain / Windy,,,34.0,45.0,66.0,29.1,6.0,36.0,240.0,WSW,37.0,24.0,,,,,,Low,36.0,0,,,,,BKN,,,,,,,,,
