,Unnamed: 0,h_a,xG,xGA,npxG,npxGA,deep,deep_allowed,scored,missed,xpts,result,date,wins,draws,loses,pts,npxGD,teamId,ppda_cal,allowed_ppda,matchtime,tot_points,round,tot_goal,tot_con,Referee.x,HS.x,HST.x,HF.x,HC.x,HY.x,HR.x,AS.x,AST.x,AF.x,AC.x,AY.x,AR.x,B365H.x,B365D.x,B365A.x,HtrgPerc,AtrgPerc,matchDay,key,class,expire_time_gmt,obs_id,obs_name,valid_time_gmt,day_ind,temp,wx_icon,icon_extd,wx_phrase,pressure_tend,pressure_desc,dewPt,heat_index,rh,pressure,vis,wc,wdir,wdir_cardinal,gust,wspd,max_temp,min_temp,precip_total,precip_hrly,snow_hrly,uv_desc,feels_like,uv_index,qualifier,qualifier_svrty,blunt_phrase,terse_phrase,clds,water_temp,primary_wave_period,primary_wave_height,primary_swell_period,primary_swell_height,primary_swell_direction,secondary_swell_period,secondary_swell_height,secondary_swell_direction
40,163,h,2.96692,1.32184,2.96692,1.32184,7,10,2,1,2.4098,w,2019-10-19 15:00:00,1,0,0,3,1.6450799999999999,Aston Villa,15.055555555555598,9.52380952380952,15,11,9,15,13,D Coote,24,8,9,7,1,0,20,5,17,5,2,1,2.35,3.4,3.0,0.33333333333333304,0.25,Sat,Aston Villa,observation,1571503800,EGBB,Birmingham,2019-10-19 15:00:00,D,52.0,30,3000,Partly Cloudy,,,48.0,52.0,88.0,29.18,6.0,52.0,240.0,WSW,,5.0,,,,,,Low,52.0,0,,,,,SCT,,,,,,,,,
41,164,h,0.675554,0.402873,0.675554,0.402873,7,5,0,0,1.5813,d,2019-10-19 15:00:00,0,1,0,1,0.272681,Bournemouth,12.7,11.833333333333302,15,12,9,13,13,L Mason,11,2,8,6,1,0,10,1,11,7,3,0,1.72,4.2,4.2,0.18181818181818202,0.1,Sat,Bournemouth,observation,1571503800,EGHH,Bournemouth,2019-10-19 15:00:00,D,55.0,30,3000,Partly Cloudy,,,46.0,55.0,72.0,29.55,6.0,55.0,270.0,W,,7.0,,,,,,Low,55.0,1,,,,,SCT,,,,,,,,,
42,165,a,1.32184,2.96692,1.32184,2.96692,10,7,1,2,0.4421,l,2019-10-19 15:00:00,0,0,1,0,-1.6450799999999999,Brighton,9.52380952380952,15.055555555555598,15,9,9,9,12,D Coote,24,8,9,7,1,0,20,5,17,5,2,1,2.35,3.4,3.0,0.33333333333333304,0.25,Sat,Brighton,observation,1571503800,EGKK,London/Gatwick,2019-10-19 15:00:00,D,57.0,34,3400,Fair,,,46.0,57.0,67.0,29.34,6.0,57.0,230.0,SW,,8.0,,,,,,Low,57.0,1,,,,,FEW,,,,,,,,,
43,166,a,1.7956900000000002,0.8291,1.7956900000000002,0.8291,3,6,1,2,2.1661,l,2019-10-19 15:00:00,0,0,1,0,0.96659,Burnley,15.2,7.6,15,12,9,12,11,J Moss,19,3,4,9,0,0,13,4,10,4,3,0,1.57,4.0,6.0,0.157894736842105,0.307692307692308,Sat,Burnley,observation,1571503800,EGNM,Leeds,2019-10-19 15:00:00,D,52.0,28,2800,Mostly Cloudy,,,45.0,52.0,76.0,28.78,6.0,52.0,270.0,W,,8.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
44,179,a,0.949735,0.8957219999999999,0.949735,0.8957219999999999,8,6,0,1,1.3294,l,2019-10-21 20:00:00,0,0,1,0,0.054013,Arsenal,5.94444444444444,12.214285714285701,20,15,9,13,12,M Dean,8,2,10,7,4,0,9,3,12,12,4,0,3.9,3.75,1.9,0.25,0.33333333333333304,Mon,Arsenal,observation,1571694600,EGLC,Newham,2019-10-21 20:00:00,N,54.0,11,1201,Light Rain,,,48.0,54.0,82.0,30.16,6.0,54.0,300.0,WNW,,7.0,,,,,,Low,54.0,0,,,,,CLR,,,,,,,,,
45,183,a,0.980145,3.19004,0.980145,3.19004,3,18,0,3,0.2449,l,2019-10-26 12:30:00,0,0,1,0,-2.209895,Aston Villa,26.7,8.08333333333333,12,11,10,15,16,G Scott,25,9,10,13,1,1,11,5,5,7,1,0,1.08,11.0,26.0,0.36,0.45454545454545503,Sat,Aston Villa,observation,1572099600,EGBB,Birmingham,2019-10-26 12:30:00,D,45.0,12,1200,Rain,,,45.0,45.0,100.0,29.33,1.0,38.0,350.0,N,,14.0,,,,,,Low,38.0,1,,,,,BKN,,,,,,,,,
46,185,a,0.899526,0.6749029999999999,0.899526,0.6749029999999999,3,5,0,0,1.4985,d,2019-10-26 15:00:00,0,1,0,1,0.224623,Bournemouth,9.368421052631579,13.1538461538462,15,13,10,13,13,M Dean,7,3,14,5,5,0,15,5,8,10,3,0,2.15,3.6,3.25,0.42857142857142894,0.33333333333333304,Sat,Bournemouth,observation,1572108600,EGHH,Bournemouth,2019-10-26 15:00:00,D,61.0,12,1200,Rain,,,59.0,61.0,94.0,29.64,1.0,61.0,230.0,SW,,20.0,,,,,,Low,61.0,0,,,,,BKN,,,,,,,,,
47,186,h,1.15279,1.0472299999999999,0.391623,1.0472299999999999,4,7,3,2,1.4703,w,2019-10-26 15:00:00,1,0,0,3,-0.6556069999999999,Brighton,8.46428571428571,11.6785714285714,15,12,10,12,14,A Madley,8,4,12,0,2,0,10,6,12,5,1,0,2.9,3.25,2.5,0.5,0.6,Sat,Brighton,observation,1572108600,EGKK,London/Gatwick,2019-10-26 15:00:00,D,59.0,11,1201,Light Rain,,,59.0,59.0,100.0,29.49,3.0,59.0,220.0,SW,26.0,15.0,,,,,,Low,59.0,0,,,,,BKN,,,,,,,,,
48,191,h,2.23494,0.9883209999999999,2.23494,0.9883209999999999,8,6,2,4,2.3316,l,2019-10-26 17:30:00,0,0,1,0,1.2466190000000001,Burnley,15.96,10.4736842105263,17,12,10,14,15,M Oliver,13,5,7,5,3,0,16,7,8,6,2,0,4.5,4.0,1.72,0.384615384615385,0.4375,Sat,Burnley,observation,1572117600,EGNM,Leeds,2019-10-26 17:30:00,N,41.0,33,3300,Fair,,,39.0,41.0,93.0,29.04,6.0,35.0,250.0,WSW,,9.0,,,,,,Low,35.0,0,,,,,FEW,,,,,,,,,
49,195,h,1.54014,1.77892,1.54014,1.01775,8,1,2,2,1.1002,d,2019-10-27 16:30:00,0,1,0,1,0.5223899999999999,Arsenal,7.66666666666667,26.3,16,16,10,15,14,M Atkinson,15,6,18,12,2,0,10,4,9,5,0,0,1.45,4.75,6.5,0.4,0.4,Sun,Arsenal,observation,1572200400,EGLC,Newham,2019-10-27 16:30:00,D,54.0,34,3400,Fair,,,37.0,54.0,54.0,30.22,6.0,54.0,300.0,WNW,,6.0,,,,,,Low,54.0,0,,,,,CLR,,,,,,,,,
50,201,h,1.8686200000000002,0.641129,1.8686200000000002,0.641129,3,4,1,0,2.3819999999999997,w,2019-11-02 12:30:00,1,0,0,3,1.2274909999999999,Bournemouth,8.25925925925926,8.5,12,16,11,14,13,C Kavanagh,12,6,14,4,4,0,15,4,12,10,3,0,3.25,3.6,2.15,0.5,0.266666666666667,Sat,Bournemouth,observation,1572704400,EGHH,Bournemouth,2019-11-02 12:30:00,D,54.0,11,1291,Light Rain / Windy,,,50.0,54.0,88.0,28.87,6.0,54.0,250.0,WSW,,23.0,,,,,,Low,54.0,1,,,,,SCT,,,,,,,,,
51,203,h,1.02552,1.5103,1.02552,1.5103,9,6,1,1,0.9812,d,2019-11-02 15:00:00,0,1,0,1,-0.48478000000000004,Arsenal,14.0714285714286,11.76,15,17,11,16,15,M Oliver,10,4,6,8,0,0,25,8,15,9,2,0,1.75,3.75,4.75,0.4,0.32,Sat,Arsenal,observation,1572713400,EGLC,Newham,2019-11-02 15:00:00,D,57.0,11,1201,Light Rain,,,48.0,57.0,72.0,28.83,6.0,57.0,230.0,SW,29.0,17.0,,,,,,Low,57.0,0,,,,,BKN,,,,,,,,,
52,204,h,0.7416149999999999,2.38824,0.7416149999999999,2.38824,2,16,1,2,0.3756,l,2019-11-02 15:00:00,0,0,1,0,-1.646625,Aston Villa,20.9285714285714,4.4,15,11,11,16,18,J Moss,5,2,12,2,1,0,25,6,9,10,2,0,9.0,5.0,1.33,0.4,0.24,Sat,Aston Villa,observation,1572713400,EGBB,Birmingham,2019-11-02 15:00:00,D,50.0,28,2800,Mostly Cloudy,,,46.0,50.0,87.0,28.43,6.0,50.0,230.0,SW,,10.0,,,,,,Low,50.0,0,,,,,BKN,,,,,,,,,
53,205,h,2.65496,0.455082,2.65496,0.455082,15,5,2,0,2.7289,w,2019-11-02 15:00:00,1,0,0,3,2.199878,Brighton,6.96774193548387,15.2105263157895,15,15,11,14,14,K Friend,21,5,11,8,0,0,7,0,8,3,1,0,1.72,4.2,4.33,0.23809523809523803,0.0,Sat,Brighton,observation,1572713400,EGKK,London/Gatwick,2019-11-02 15:00:00,D,54.0,11,1101,Light Rain Shower,,,52.0,54.0,94.0,28.7,6.0,54.0,220.0,SW,,16.0,,,,,,Low,54.0,0,,,,,BKN,,,,,,,,,
54,206,a,0.716613,2.58392,0.716613,2.58392,3,6,0,3,0.2598,l,2019-11-02 15:00:00,0,0,1,0,-1.867307,Burnley,8.5,17.7142857142857,15,12,11,14,18,S Hooper,13,6,8,7,1,0,6,0,12,6,2,0,2.25,3.2,3.4,0.46153846153846206,0.0,Sat,Burnley,observation,1572713400,EGNM,Leeds,2019-11-02 15:00:00,D,45.0,11,1201,Light Rain,,,45.0,45.0,100.0,28.01,6.0,41.0,290.0,WNW,,6.0,,,,,,Low,41.0,0,,,,,BKN,,,,,,,,,
55,225,a,1.9213,2.3306,1.9213,2.3306,10,5,1,2,1.0846,l,2019-11-09 15:00:00,0,0,1,0,-0.4093,Bournemouth,7.82352941176471,18.8823529411765,15,16,12,15,15,M Atkinson,20,9,10,5,2,0,16,3,5,4,0,0,2.55,3.25,2.8,0.45,0.1875,Sat,Bournemouth,observation,1573318200,EGHH,Bournemouth,2019-11-09 15:00:00,D,46.0,30,3000,Partly Cloudy,,,45.0,46.0,93.0,29.46,6.0,41.0,280.0,W,,13.0,,,,,,Low,41.0,0,,,,,SCT,,,,,,,,,
56,226,h,2.4158,0.47428100000000006,2.4158,0.47428100000000006,5,5,3,0,2.6809,w,2019-11-09 15:00:00,1,0,0,3,1.9415189999999998,Burnley,9.08333333333333,5.70833333333333,15,15,12,17,18,K Friend,14,12,17,11,2,0,7,4,10,4,1,0,2.25,3.5,3.1,0.857142857142857,0.5714285714285711,Sat,Burnley,observation,1573318200,EGNM,Leeds,2019-11-09 15:00:00,D,39.0,34,3400,Fair,,,34.0,39.0,81.0,28.9,6.0,34.0,90.0,E,,8.0,,,,,,Low,34.0,0,,,,,FEW,,,,,,,,,
57,233,a,0.9613389999999999,1.37055,0.9613389999999999,1.37055,10,14,0,2,1.0485,l,2019-11-09 17:30:00,0,0,1,0,-0.409211,Arsenal,17.1428571428571,8.08823529411765,17,17,12,16,17,C Kavanagh,19,7,10,5,1,0,8,1,10,4,1,0,2.0,3.75,3.5,0.368421052631579,0.125,Sat,Arsenal,observation,1573327200,EGLC,Newham,2019-11-09 17:30:00,N,46.0,11,1201,Light Rain,,,43.0,46.0,87.0,29.57,6.0,42.0,110.0,ESE,,9.0,,,,,,Low,42.0,0,,,,,BKN,,,,,,,,,
58,235,a,0.473225,2.09891,0.473225,2.09891,0,8,1,2,0.3161,l,2019-11-10 14:00:00,0,0,1,0,-1.625685,Aston Villa,6.3,6.59375,14,11,12,17,20,A Taylor,17,5,17,6,4,0,13,4,8,3,3,0,1.9,3.5,4.2,0.294117647058824,0.307692307692308,Sun,Aston Villa,observation,1573401000,EGBB,Birmingham,2019-11-10 14:00:00,D,46.0,30,3000,Partly Cloudy,,,37.0,46.0,71.0,29.59,6.0,44.0,20.0,NNE,,5.0,,,,,,Low,44.0,0,,,,,SCT,,,,,,,,,
59,236,a,1.1342,3.65299,1.1342,3.65299,2,9,1,3,0.1845,l,2019-11-10 14:00:00,0,0,1,0,-2.51879,Brighton,5.31428571428571,11.9615384615385,14,15,12,15,17,J Moss,21,11,10,5,2,0,6,2,14,2,5,0,1.6,3.75,6.5,0.523809523809524,0.33333333333333304,Sun,Brighton,observation,1573401000,EGKK,London/Gatwick,2019-11-10 14:00:00,D,50.0,30,3000,Partly Cloudy,,,41.0,50.0,71.0,29.69,6.0,50.0,70.0,ENE,,6.0,,,,,,Low,50.0,0,,,,,SCT,,,,,,,,,
60,243,h,1.6082299999999998,2.60312,1.6082299999999998,1.6866400000000001,3,10,2,2,0.7112,d,2019-11-23 15:00:00,0,1,0,1,-0.0784099999999999,Arsenal,6.0,7.342857142857139,15,18,13,18,19,S Attwell,12,5,13,6,6,0,21,6,19,8,2,0,1.45,4.75,6.5,0.4166666666666671,0.28571428571428603,Sat,Arsenal,observation,1574527800,EGLC,Newham,2019-11-23 15:00:00,D,52.0,30,3000,Partly Cloudy,,,48.0,52.0,88.0,29.34,6.0,52.0,80.0,E,,10.0,,,,,,Low,52.0,0,,,,,SCT,,,,,,,,,
61,244,h,0.8497889999999999,1.2765,0.8497889999999999,1.2765,3,7,1,2,0.9449,l,2019-11-23 15:00:00,0,0,1,0,-0.42671099999999995,Bournemouth,14.0434782608696,13.7,15,16,13,16,17,S Hooper,9,2,10,5,2,1,17,7,12,9,1,0,2.75,3.3,2.6,0.222222222222222,0.411764705882353,Sat,Bournemouth,observation,1574527800,EGHH,Bournemouth,2019-11-23 15:00:00,D,52.0,20,2002,Mist,,,52.0,52.0,100.0,29.26,1.0,52.0,40.0,NE,,6.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
62,245,h,0.784706,3.5091699999999997,0.784706,2.748,8,9,0,2,0.1059,l,2019-11-23 15:00:00,0,0,1,0,-1.9632939999999999,Brighton,16.466666666666697,27.0,15,15,13,15,19,M Dean,7,0,9,6,2,0,19,9,1,7,0,0,3.75,3.5,2.0,0.0,0.47368421052631604,Sat,Brighton,observation,1574527800,EGKK,London/Gatwick,2019-11-23 15:00:00,D,52.0,11,1201,Light Rain,,,50.0,52.0,94.0,29.11,3.0,52.0,70.0,ENE,,10.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
63,246,a,2.66281,0.902384,1.9016400000000002,0.902384,2,5,3,0,2.6123,w,2019-11-23 15:00:00,1,0,0,3,0.9992559999999999,Burnley,11.625,5.94736842105263,15,18,13,20,18,P Tierney,15,4,14,7,0,0,11,5,13,5,3,0,2.3,3.4,3.1,0.266666666666667,0.45454545454545503,Sat,Burnley,observation,1574527800,EGNM,Leeds,2019-11-23 15:00:00,D,45.0,9,901,Light Drizzle,,,45.0,45.0,100.0,28.73,0.25,41.0,80.0,E,,7.0,,,,,,Low,41.0,0,,,,,BKN,,,,,,,,,
64,259,h,2.6985,0.69784,2.6985,0.69784,14,3,2,0,2.6628,w,2019-11-25 20:00:00,1,0,0,3,2.00066,Aston Villa,7.33333333333333,17.6,20,14,13,19,20,L Mason,17,8,10,11,1,0,11,5,9,6,1,0,2.05,3.4,3.7,0.47058823529411803,0.45454545454545503,Mon,Aston Villa,observation,1574718600,EGBB,Birmingham,2019-11-25 20:00:00,N,52.0,9,901,Light Drizzle,,,52.0,52.0,100.0,29.16,5.0,52.0,160.0,SSE,,5.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
65,263,a,1.02949,2.93189,1.02949,2.93189,6,9,2,3,0.3314,l,2019-11-30 15:00:00,0,0,1,0,-1.9024,Bournemouth,8.5625,8.888888888888891,15,16,14,18,20,L Mason,15,5,10,4,0,0,20,6,12,8,2,0,1.36,5.5,7.5,0.33333333333333304,0.3,Sat,Bournemouth,observation,1575132600,EGHH,Bournemouth,2019-11-30 15:00:00,D,48.0,28,2800,Mostly Cloudy,,,37.0,48.0,66.0,29.99,6.0,42.0,100.0,E,,15.0,,,,,,Low,42.0,0,,,,,BKN,,,,,,,,,
66,264,a,0.8676010000000001,1.36832,0.8676010000000001,1.36832,3,11,1,2,0.9274,l,2019-11-30 15:00:00,0,0,1,0,-0.5007189999999999,Brighton,15.055555555555598,14.916666666666698,15,15,14,16,21,M Atkinson,15,7,3,4,0,1,12,5,10,5,0,0,1.18,7.0,15.0,0.46666666666666706,0.4166666666666671,Sat,Brighton,observation,1575132600,EGKK,London/Gatwick,2019-11-30 15:00:00,D,43.0,34,3400,Fair,,,37.0,43.0,81.0,29.9,6.0,37.0,80.0,E,,9.0,,,,,,Low,37.0,0,,,,,FEW,,,,,,,,,
67,265,h,1.8509,0.936732,1.8509,0.936732,5,6,0,2,2.0956,l,2019-11-30 15:00:00,0,0,1,0,0.914168,Burnley,8.375,7.29166666666667,15,18,14,20,20,P Bankes,15,4,13,5,2,0,7,2,10,6,0,0,2.25,3.25,3.3,0.266666666666667,0.28571428571428603,Sat,Burnley,observation,1575132600,EGNM,Leeds,2019-11-30 15:00:00,D,36.0,34,3400,Fair,,,34.0,36.0,93.0,29.45,6.0,32.0,60.0,ENE,,5.0,,,,,,Low,32.0,0,,,,,FEW,,,,,,,,,
68,273,a,1.96157,0.810596,1.20044,0.810596,10,2,2,2,2.3135,d,2019-12-01 14:00:00,0,1,0,1,0.389844,Arsenal,7.8846153846153895,24.6666666666667,14,19,14,20,21,P Tierney,15,8,8,7,2,0,16,7,10,12,1,0,4.0,4.33,1.75,0.5333333333333329,0.4375,Sun,Arsenal,observation,1575215400,EGLC,Newham,2019-12-01 14:00:00,D,46.0,28,2800,Mostly Cloudy,,,39.0,46.0,76.0,30.19,6.0,42.0,,VAR,,8.0,,,,,,Low,42.0,0,,,,,BKN,,,,,,,,,
69,277,a,1.29701,1.8480400000000001,1.29701,1.8480400000000001,3,13,2,2,0.9372,d,2019-12-01 16:30:00,0,1,0,1,-0.55103,Aston Villa,12.0,6.65217391304348,16,15,14,21,22,C Pawson,16,6,16,9,4,0,9,3,8,9,1,0,1.45,4.5,7.0,0.375,0.33333333333333304,Sun,Aston Villa,observation,1575224400,EGBB,Birmingham,2019-12-01 16:30:00,N,39.0,29,2900,Partly Cloudy,,,36.0,39.0,87.0,29.97,6.0,34.0,340.0,NNW,,7.0,,,,,,Low,34.0,0,,,,,SCT,,,,,,,,,
70,281,a,0.34279899999999996,0.383763,0.34279899999999996,0.383763,10,6,0,1,1.186,l,2019-12-03 19:30:00,0,0,1,0,-0.040964,Bournemouth,5.61904761904762,20.3333333333333,19,16,15,18,21,A Taylor,7,2,6,6,3,1,6,3,15,9,3,0,2.2,3.4,3.25,0.28571428571428603,0.5,Tue,Bournemouth,observation,1575408000,EGHH,Bournemouth,2019-12-03 19:30:00,N,39.0,33,3300,Fair,,,37.0,39.0,93.0,30.2,6.0,39.0,40.0,NE,,1.0,,,,,,Low,39.0,0,,,,,FEW,,,,,,,,,
71,285,a,0.8608600000000001,1.9774,0.8608600000000001,1.9774,2,14,1,2,0.6134,l,2019-12-04 19:30:00,0,0,1,0,-1.1165399999999999,Aston Villa,13.892857142857098,6.96153846153846,19,15,15,22,24,C Kavanagh,25,9,18,9,2,0,9,3,10,5,1,0,1.28,5.75,10.0,0.36,0.33333333333333304,Wed,Aston Villa,observation,1575494400,EGBB,Birmingham,2019-12-04 19:30:00,N,39.0,33,3300,Fair,,,37.0,39.0,93.0,29.74,6.0,35.0,190.0,S,,6.0,,,,,,Low,35.0,0,,,,,CLR,,,,,,,,,
72,303,h,0.154608,3.04446,0.154608,3.04446,2,19,0,3,0.0506,l,2019-12-07 15:00:00,0,0,1,0,-2.889852,Bournemouth,43.9166666666667,9.352941176470589,15,16,16,18,24,C Kavanagh,3,0,5,1,0,0,21,9,6,3,1,0,7.0,5.25,1.4,0.0,0.42857142857142894,Sat,Bournemouth,observation,1575737400,EGHH,Bournemouth,2019-12-07 15:00:00,D,52.0,28,2800,Mostly Cloudy,,,45.0,52.0,76.0,29.9,6.0,52.0,240.0,WSW,,12.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
73,304,a,1.08645,2.39684,1.08645,2.39684,1,3,0,5,0.4508,l,2019-12-07 15:00:00,0,0,1,0,-1.31039,Burnley,11.296296296296301,11.0,15,18,16,21,29,K Friend,13,7,12,1,1,0,7,1,8,1,1,0,1.4,4.75,8.0,0.538461538461538,0.14285714285714302,Sat,Burnley,observation,1575737400,EGNM,Leeds,2019-12-07 15:00:00,D,48.0,30,3000,Partly Cloudy,,,43.0,48.0,82.0,28.98,6.0,45.0,220.0,SW,,8.0,,,,,,Low,45.0,0,,,,,SCT,,,,,,,,,
74,311,h,1.2414100000000001,4.0328599999999994,1.2414100000000001,4.0328599999999994,12,17,1,4,0.1341,l,2019-12-08 14:00:00,0,0,1,0,-2.79145,Aston Villa,8.66666666666667,4.296296296296299,14,15,16,23,28,M Oliver,15,2,21,8,6,0,23,8,15,5,2,0,4.33,3.8,1.8,0.133333333333333,0.34782608695652195,Sun,Aston Villa,observation,1575820200,EGBB,Birmingham,2019-12-08 14:00:00,D,48.0,30,3080,Showers in the Vicinity,,,36.0,48.0,62.0,29.04,6.0,42.0,240.0,WSW,,15.0,,,,,,Low,42.0,0,,,,,SCT,,,,,,,,,
75,317,h,0.9516209999999999,1.87208,0.9516209999999999,1.87208,6,11,2,2,0.6745,d,2019-12-08 16:30:00,0,1,0,1,-0.920459,Brighton,5.86666666666667,23.1333333333333,16,19,16,20,24,J Moss,13,4,10,3,3,0,13,5,7,4,0,0,2.62,3.1,2.87,0.307692307692308,0.384615384615385,Sun,Brighton,observation,1575829200,EGKK,London/Gatwick,2019-12-08 16:30:00,N,43.0,33,3300,Fair,,,39.0,43.0,87.0,29.28,6.0,36.0,230.0,SW,,13.0,,,,,,Low,36.0,0,,,,,FEW,,,,,,,,,
76,319,a,1.79181,0.5218470000000001,1.79181,0.5218470000000001,7,4,3,1,2.4088,w,2019-12-09 20:00:00,1,0,0,3,1.269963,Arsenal,23.1666666666667,12.1351351351351,20,22,16,24,24,M Dean,11,4,12,4,2,0,10,3,6,3,0,0,3.3,4.0,2.0,0.36363636363636404,0.3,Mon,Arsenal,observation,1575928200,EGLC,Newham,2019-12-09 20:00:00,N,45.0,33,3300,Fair,,,34.0,45.0,66.0,30.22,6.0,41.0,290.0,WNW,,7.0,,,,,,Low,41.0,0,,,,,CLR,,,,,,,,,
77,323,a,0.9725799999999999,1.8880000000000001,0.21141100000000002,1.8880000000000001,1,13,0,2,0.591,l,2019-12-14 15:00:00,0,0,1,0,-1.6765889999999999,Aston Villa,10.85,8.0,15,15,17,23,30,P Bankes,7,3,10,3,2,0,8,0,9,2,2,0,1.85,3.75,4.2,0.42857142857142894,0.0,Sat,Aston Villa,observation,1576342200,EGBB,Birmingham,2019-12-14 15:00:00,D,41.0,34,3400,Fair,,,30.0,41.0,65.0,28.89,6.0,35.0,260.0,W,,10.0,,,,,,Low,35.0,0,,,,,FEW,,,,,,,,,
78,324,a,1.20777,2.0211900000000003,1.20777,2.0211900000000003,3,6,1,0,0.8432,w,2019-12-14 15:00:00,1,0,0,3,-0.81342,Bournemouth,17.2105263157895,4.5333333333333306,15,19,17,19,24,G Scott,18,5,9,9,1,0,11,2,14,4,2,0,1.25,6.0,12.0,0.277777777777778,0.18181818181818202,Sat,Bournemouth,observation,1576342200,EGHH,Bournemouth,2019-12-14 15:00:00,D,46.0,34,3400,Fair,,,34.0,46.0,62.0,29.34,6.0,41.0,260.0,W,,12.0,,,,,,Low,41.0,0,,,,,FEW,,,,,,,,,
79,325,h,1.43602,1.0872600000000001,1.43602,1.0872600000000001,2,2,1,0,1.6641,w,2019-12-14 15:00:00,1,0,0,3,0.34876,Burnley,7.148148148148151,10.45,15,21,17,22,29,T Robinson,7,4,15,4,0,0,9,0,12,3,2,0,1.95,3.4,4.0,0.5714285714285711,0.0,Sat,Burnley,observation,1576342200,EGNM,Leeds,2019-12-14 15:00:00,D,37.0,11,1191,Light Rain Shower / Windy,,,34.0,37.0,87.0,28.38,4.0,27.0,230.0,SW,,22.0,,,,,,Low,27.0,0,,,,,SCT,,,,,,,,,
80,337,h,0.28160999999999997,1.69553,0.28160999999999997,1.69553,1,6,0,3,0.3017,l,2019-12-15 16:30:00,0,0,1,0,-1.41392,Arsenal,18.1304347826087,8.51351351351351,16,22,17,24,27,P Tierney,6,1,9,3,1,0,14,7,24,3,4,0,6.0,5.25,1.44,0.166666666666667,0.5,Sun,Arsenal,observation,1576434000,EGLC,Newham,2019-12-15 16:30:00,N,48.0,33,3300,Fair,,,37.0,48.0,66.0,29.45,6.0,43.0,210.0,SSW,,13.0,,,,,,Low,43.0,0,,,,,CLR,,,,,,,,,
81,341,a,0.881818,0.486523,0.881818,0.486523,1,8,0,0,1.7956,d,2019-12-21 12:30:00,0,1,0,1,0.395295,Arsenal,8.04347826086956,12.423076923076902,12,23,18,24,27,K Friend,9,0,10,5,2,0,6,2,11,4,3,0,2.3,3.8,2.87,0.0,0.33333333333333304,Sat,Arsenal,observation,1576938000,EGLC,Newham,2019-12-21 12:30:00,D,52.0,28,2800,Mostly Cloudy,,,45.0,52.0,76.0,28.92,6.0,52.0,200.0,SSW,,12.0,,,,,,Low,52.0,0,,,,,BKN,,,,,,,,,
82,343,h,0.921054,2.63444,0.921054,2.63444,6,5,1,3,0.3435,l,2019-12-21 15:00:00,0,0,1,0,-1.713386,Aston Villa,10.4375,12.0,15,15,18,24,33,C Pawson,19,6,16,7,2,0,17,8,15,5,1,0,2.4,3.6,2.8,0.315789473684211,0.47058823529411803,Sat,Aston Villa,observation,1576947000,EGBB,Birmingham,2019-12-21 15:00:00,D,46.0,28,2800,Mostly Cloudy,,,43.0,46.0,87.0,28.46,6.0,44.0,150.0,SSE,,6.0,,,,,,Low,44.0,0,,,,,BKN,,,,,,,,,
83,344,h,0.138532,0.144318,0.138532,0.144318,6,0,0,1,1.1115,l,2019-12-21 15:00:00,0,0,1,0,-0.00578600000000001,Bournemouth,5.55555555555556,8.392857142857139,15,19,18,19,25,M Atkinson,3,0,13,4,2,0,2,1,21,5,4,0,2.4,3.4,2.9,0.0,0.5,Sat,Bournemouth,observation,1576947000,EGHH,Bournemouth,2019-12-21 15:00:00,D,50.0,30,3000,Partly Cloudy,,,46.0,50.0,87.0,28.78,6.0,50.0,180.0,S,,16.0,,,,,,Low,50.0,0,,,,,SCT,,,,,,,,,
84,345,h,0.428371,1.65933,0.428371,1.65933,9,1,0,1,0.3871,l,2019-12-21 15:00:00,0,0,1,0,-1.230959,Brighton,8.53333333333333,20.2222222222222,15,20,18,21,26,R Jones,9,2,6,4,1,0,7,2,11,3,3,0,2.2,3.25,3.5,0.222222222222222,0.28571428571428603,Sat,Brighton,observation,1576947000,EGKK,London/Gatwick,2019-12-21 15:00:00,D,50.0,11,1101,Light Rain Shower,,,46.0,50.0,87.0,28.67,6.0,50.0,190.0,S,,12.0,,,,,,Low,50.0,0,,,,,BKN,,,,,,,,,
85,346,a,0.144318,0.138532,0.144318,0.138532,0,6,1,0,1.1229,w,2019-12-21 15:00:00,1,0,0,3,0.00578600000000001,Burnley,8.392857142857139,5.55555555555556,15,24,18,23,29,M Atkinson,3,0,13,4,2,0,2,1,21,5,4,0,2.4,3.4,2.9,0.0,0.5,Sat,Burnley,observation,1576947000,EGNM,Leeds,2019-12-21 15:00:00,D,43.0,30,3000,Partly Cloudy,,,41.0,43.0,93.0,28.06,6.0,39.0,140.0,SE,,7.0,,,,,,Low,39.0,0,,,,,SCT,,,,,,,,,
